gdp,latitude,longitude,population,country,date,fatalities
2357,17.5707,-3.9962,14517176,Mali,2014-10,0
2357,17.5707,-3.9962,14517176,Mali,2014-10,0
2357,17.5707,-3.9962,14517176,Mali,2014-10,1
2357,17.5707,-3.9962,14517176,Mali,2014-10,1
2357,17.5707,-3.9962,14517176,Mali,2014-11,1
2357,17.5707,-3.9962,14517176,Mali,2014-11,1
2357,17.5707,-3.9962,14517176,Mali,2014-11,4
2357,17.5707,-3.9962,14517176,Mali,2014-11,3
2357,17.5707,-3.9962,14517176,Mali,2014-11,5
2357,17.5707,-3.9962,14517176,Mali,2014-11,6
2357,17.5707,-3.9962,14517176,Mali,2014-11,6
2357,17.5707,-3.9962,14517176,Mali,2014-11,6
2357,17.5707,-3.9962,14517176,Mali,2014-12,6
2357,17.5707,-3.9962,14517176,Mali,2014-12,6
2357,17.5707,-3.9962,14517176,Mali,2014-12,6
2357,17.5707,-3.9962,14517176,Mali,2014-12,6
2357,17.5707,-3.9962,14517176,Mali,2015-01,6
2357,17.5707,-3.9962,14517176,Mali,2015-01,6
2357,17.5707,-3.9962,14517176,Mali,2015-01,6
2357,17.5707,-3.9962,14517176,Mali,2015-01,6
2357,17.5707,-3.9962,14517176,Mali,2015-02,6
2357,17.5707,-3.9962,14517176,Mali,2015-02,6
2357,17.5707,-3.9962,14517176,Mali,2015-02,6
2357,17.5707,-3.9962,14517176,Mali,2015-02,6
2357,17.5707,-3.9962,14517176,Mali,2015-03,6
2357,17.5707,-3.9962,14517176,Mali,2015-03,6
2357,17.5707,-3.9962,14517176,Mali,2015-03,6
2357,17.5707,-3.9962,14517176,Mali,2015-03,6
2357,17.5707,-3.9962,14517176,Mali,2015-03,6
2357,17.5707,-3.9962,14517176,Mali,2015-04,6
2357,17.5707,-3.9962,14517176,Mali,2015-04,6
2357,17.5707,-3.9962,14517176,Mali,2015-04,6
2357,17.5707,-3.9962,14517176,Mali,2015-04,6
2357,17.5707,-3.9962,14517176,Mali,2015-05,6
2357,17.5707,-3.9962,14517176,Mali,2015-05,6
2357,17.5707,-3.9962,14517176,Mali,2015-05,6
2357,17.5707,-3.9962,14517176,Mali,2015-05,6
2357,17.5707,-3.9962,14517176,Mali,2015-05,6
2357,17.5707,-3.9962,14517176,Mali,2015-06,6
2357,17.5707,-3.9962,14517176,Mali,2015-06,6
2357,17.5707,-3.9962,14517176,Mali,2015-06,6
2357,17.5707,-3.9962,14517176,Mali,2015-06,6
2357,17.5707,-3.9962,14517176,Mali,2015-07,6
6351,9.082,8.6753,185989640,Nigeria,2014-03,0
6351,9.082,8.6753,185989640,Nigeria,2014-03,0
6351,9.082,8.6753,185989640,Nigeria,2014-03,0
6351,9.082,8.6753,185989640,Nigeria,2014-03,0
6351,9.082,8.6753,185989640,Nigeria,2014-03,0
6351,9.082,8.6753,185989640,Nigeria,2014-03,0
6351,9.082,8.6753,185989640,Nigeria,2014-03,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-04,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-05,0
6351,9.082,8.6753,185989640,Nigeria,2014-06,0
6351,9.082,8.6753,185989640,Nigeria,2014-06,0
6351,9.082,8.6753,185989640,Nigeria,2014-06,0
6351,9.082,8.6753,185989640,Nigeria,2014-06,0
6351,9.082,8.6753,185989640,Nigeria,2014-06,0
6351,9.082,8.6753,185989640,Nigeria,2014-06,0
6351,9.082,8.6753,185989640,Nigeria,2014-06,0
